Player name,position,Games,At-bat,Runs,Hits,Double (2B),third baseman,home run,run batted in,a walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Percentage,Slugging Percentage,On-base Plus Slugging
M Maldonado,C,1005,2960,317,618,117,4,96,325,260,861,3,5,0.209,0.286,0.348,0.634
R Karkovice,C,939,2597,336,574,120,6,96,335,233,749,24,14,0.221,0.289,0.383,0.672
E Thames,1B,605,1868,286,451,100,17,96,235,207,617,18,6,0.241,0.325,0.467,0.792
D May,CF,1252,3670,462,920,130,20,96,422,344,500,60,47,0.251,0.318,0.375,0.693
J Mabry,LF,1322,3409,382,898,183,6,96,446,284,717,7,12,0.263,0.322,0.405,0.727
R Bush,RF,1219,3045,388,763,154,26,96,409,348,505,33,29,0.251,0.334,0.413,0.747
L Voit,1B,487,1616,242,410,69,2,95,272,188,525,1,1,0.254,0.341,0.475,0.816
N Johnson,1B,832,2698,430,723,173,5,95,398,522,572,29,24,0.268,0.399,0.441,0.84
S Spence,OF,1112,3871,541,1090,196,60,95,575,520,248,21,23,0.282,0.369,0.437,0.806
J Sundberg,C,1962,6021,621,1493,243,36,95,624,699,963,20,37,0.248,0.327,0.348,0.675
I Goodman,RF,1108,3928,609,1104,188,85,95,525,382,380,49,--,0.281,0.352,0.445,0.797
R Chirinos,C,714,2124,275,480,114,5,95,306,231,664,5,4,0.226,0.319,0.419,0.738
M Jorgensen,1B,1633,3421,429,833,132,13,95,426,532,589,58,44,0.243,0.347,0.373,0.72
P Cavarretta,1B,2030,6754,990,1977,347,99,95,920,820,598,65,0,0.293,0.372,0.416,0.788
J Morales,RF,1441,4528,516,1173,199,36,95,570,366,567,37,57,0.259,0.313,0.382,0.695
Z Versalles,SS,1400,5141,650,1246,230,63,95,471,318,810,97,48,0.242,0.29,0.367,0.657
B Oliver,1B,847,2914,293,745,102,19,94,419,156,562,17,14,0.256,0.295,0.4,0.695
T Fernandez,SS,2158,7911,1057,2276,414,92,94,844,690,784,246,138,0.288,0.347,0.399,0.746
L Maye,LF,1288,4048,533,1109,190,39,94,419,282,481,59,34,0.274,0.323,0.41,0.733
E Taubensee,C,975,2874,351,784,151,9,94,419,255,574,11,10,0.273,0.331,0.43,0.761
F Pfeffer,2B,1670,6555,1094,1678,231,119,94,1019,527,498,382,--,0.256,0.313,0.369,0.682
B Bruton,CF,1610,6056,937,1651,241,102,94,545,482,793,207,89,0.273,0.328,0.393,0.721
Y Gurriel,1B,803,3053,400,868,206,5,94,435,188,372,23,9,0.284,0.328,0.447,0.775
E Bressoud,SS,1186,3672,443,925,184,40,94,365,359,723,9,13,0.252,0.319,0.401,0.72
W Adames,SS,574,2079,303,530,110,3,94,283,205,649,25,15,0.255,0.322,0.446,0.768
T Cuccinello,2B,1704,6184,730,1729,334,46,94,884,579,497,42,3,0.28,0.343,0.394,0.737
G Wright,SS,1119,4153,584,1219,203,76,94,723,209,407,38,13,0.294,0.328,0.447,0.775
J Lamb,LF,706,2262,329,533,111,22,94,339,293,676,18,12,0.236,0.327,0.429,0.756
L Sheets,DH,748,2284,273,607,98,5,94,339,175,351,6,12,0.266,0.321,0.437,0.758
L Salazar,3B,1302,4101,438,1070,144,33,94,455,179,653,117,51,0.261,0.293,0.381,0.674
E Durazo,1B,624,1948,333,547,108,6,94,330,307,428,7,5,0.281,0.381,0.487,0.868
O Hudson,2B,1345,4825,648,1319,256,66,93,542,483,825,85,28,0.273,0.341,0.412,0.753
D Buford,LF,1286,4553,718,1203,157,44,93,418,672,575,200,105,0.264,0.362,0.379,0.741
L Mazzilli,CF,1475,4124,571,1068,191,24,93,460,642,627,197,90,0.259,0.359,0.385,0.744
G Oliver,C,786,2216,268,546,111,5,93,320,215,420,24,21,0.246,0.315,0.427,0.742
J Logan,SS,1503,5244,651,1407,216,41,93,547,451,472,19,13,0.268,0.33,0.378,0.708
B Daubach,1B,661,2025,271,525,139,10,93,333,236,541,5,3,0.259,0.341,0.476,0.817
L Easter,1B,491,1725,256,472,54,12,93,340,174,293,1,8,0.274,0.35,0.481,0.831
C Jones,LF,1213,4263,565,1196,183,33,93,524,360,702,91,48,0.281,0.339,0.404,0.743
S Piscotty,RF,726,2517,322,643,142,9,93,354,225,623,23,12,0.255,0.324,0.43,0.754
R Raburn,LF,947,2472,340,626,147,13,93,358,210,683,16,10,0.253,0.316,0.436,0.752
N Hundley,C,974,3097,319,766,169,20,93,376,219,810,15,18,0.247,0.299,0.405,0.704
P Whitney,3B,1539,5765,696,1701,303,56,93,927,400,438,45,--,0.295,0.343,0.415,0.758
J Landis,CF,1346,4288,625,1061,169,50,93,467,588,767,139,51,0.247,0.344,0.375,0.719
J Bour,1B,559,1714,206,433,71,2,92,303,218,447,3,0,0.253,0.337,0.457,0.794
R Carew,1B,2469,9315,1424,3053,445,112,92,1015,1018,1028,353,187,0.328,0.393,0.429,0.822
F Schulte,LF,1807,6533,906,1766,288,124,92,792,545,515,233,17,0.27,0.332,0.395,0.727
J Lopez,2B,1036,3841,421,1005,215,11,92,480,150,471,25,17,0.262,0.292,0.395,0.687
D Stubbs,CF,911,2834,444,687,106,20,92,283,277,972,161,34,0.242,0.313,0.391,0.704
R Coomer,1B,911,3019,333,827,151,8,92,449,177,429,13,7,0.274,0.313,0.421,0.734
J Hegan,C,1666,4772,550,1087,187,46,92,525,456,742,15,24,0.228,0.295,0.344,0.639
D Zimmer,3B,1095,3283,353,773,130,22,91,352,246,678,45,25,0.235,0.29,0.372,0.662
G Hatton,3B,1312,4206,562,1068,166,33,91,533,646,430,42,9,0.254,0.354,0.374,0.728
B Virdon,CF,1583,5980,735,1596,237,81,91,502,442,647,47,54,0.267,0.316,0.379,0.695
H Long,SS,350,7673,1456,2128,342,97,91,1055,612,261,536,--,0.277,0.335,0.383,0.718
S Pearce,1B,766,2256,290,572,131,8,91,303,240,509,13,7,0.254,0.332,0.44,0.772
G Harper,RF,1074,3398,505,1030,158,43,91,528,389,208,58,34,0.303,0.38,0.455,0.835
D Martinez,RF,1919,5795,795,1599,238,72,91,580,567,893,183,94,0.276,0.341,0.389,0.73
C Gaston,CF,1026,3120,314,799,106,30,91,387,185,693,14,7,0.256,0.298,0.397,0.695
P Plantier,LF,610,1883,260,457,90,3,91,292,237,476,13,15,0.243,0.332,0.439,0.771
M Davis,RF,963,2999,419,778,161,16,91,371,236,537,134,56,0.259,0.313,0.415,0.728
B Brenly,C,871,2615,321,647,119,7,91,333,318,438,45,38,0.247,0.33,0.403,0.733
K Landreaux,CF,1264,4101,522,1099,180,45,91,479,299,421,145,60,0.268,0.317,0.4,0.717
M Bordick,SS,1720,5770,676,1500,257,30,91,626,500,800,96,58,0.26,0.323,0.362,0.685
L Lacy,RF,1523,4549,650,1303,207,42,91,458,372,657,185,86,0.286,0.339,0.41,0.749
F Lopez,SS,1185,4337,600,1145,219,31,90,439,445,913,124,58,0.264,0.333,0.391,0.724
M Lum,LF,1517,3554,404,877,128,20,90,431,366,506,13,29,0.247,0.319,0.37,0.689
C James,LF,946,3040,343,794,145,24,90,386,193,490,27,17,0.261,0.307,0.413,0.72
C May,LF,1165,4120,545,1127,172,23,90,536,512,565,85,53,0.274,0.357,0.392,0.749
W Pipp,1B,1872,6914,974,1941,311,148,90,997,596,551,125,60,0.281,0.341,0.408,0.749
M Grudzielanek,2B,1802,7052,946,2040,391,36,90,640,364,954,133,52,0.289,0.332,0.393,0.725
G Parra,OF,1519,4858,633,1335,269,42,90,532,318,920,97,55,0.275,0.322,0.403,0.725
J Pagliaroni,C,849,2465,269,622,98,7,90,326,330,494,4,7,0.252,0.344,0.407,0.751
S Bream,1B,1088,3108,351,819,191,12,90,455,353,450,50,40,0.264,0.336,0.42,0.756
A Ashby,C,1370,4123,397,1010,183,13,90,513,461,622,7,10,0.245,0.32,0.361,0.681
G Redus,LF,1159,3513,591,886,183,51,90,352,481,688,322,83,0.252,0.342,0.41,0.752
D Ward,1B,948,2234,242,588,131,5,90,379,192,422,1,6,0.263,0.32,0.447,0.767
W Judnich,CF,790,2786,424,782,150,29,90,420,385,298,20,24,0.281,0.369,0.452,0.821
K Greene,SS,736,2567,322,628,157,14,90,352,190,556,25,6,0.245,0.302,0.422,0.724
B Chapman,CF,1717,6478,1144,1958,407,107,90,977,824,556,287,135,0.302,0.383,0.44,0.823
Y Escobar,SS,1434,5315,689,1501,258,12,90,519,509,686,34,32,0.282,0.35,0.386,0.736
J Leyritz,C,903,2527,325,667,107,2,90,387,337,581,7,7,0.264,0.362,0.415,0.777
K Mench,LF,729,2362,311,632,150,14,89,331,183,335,12,6,0.268,0.324,0.456,0.78
R Kress,SS,1392,5087,691,1454,298,58,89,799,474,453,47,56,0.286,0.347,0.42,0.767
N Etten,1B,937,3320,426,921,167,25,89,526,480,199,22,13,0.277,0.371,0.423,0.794
C Taylor,LF,863,2808,422,716,171,29,89,353,296,905,68,18,0.255,0.331,0.432,0.763
C Barmes,SS,1186,3805,434,932,208,17,89,415,216,734,43,30,0.245,0.294,0.379,0.673
G Norton,3B,1107,2410,315,600,126,8,89,338,323,604,15,18,0.249,0.339,0.419,0.758
W Moses,RF,2014,7356,1124,2138,435,110,89,679,821,457,174,81,0.291,0.364,0.416,0.78
F Mantilla,2B,969,2707,360,707,97,10,89,330,256,352,27,10,0.261,0.329,0.403,0.732
D Hoak,3B,1263,4322,598,1144,214,44,89,498,523,530,64,47,0.265,0.345,0.396,0.741
C Walker,1B,549,1833,270,456,96,5,89,258,201,483,12,4,0.249,0.329,0.452,0.781
R Gedman,C,1033,3159,331,795,176,12,88,382,236,509,3,4,0.252,0.304,0.399,0.703
G Zaun,C,1232,3489,437,878,194,9,88,446,479,544,23,19,0.252,0.344,0.388,0.732
D Wilson,C,1299,4186,441,1097,211,13,88,519,280,763,23,14,0.262,0.309,0.382,0.691
K Elster,SS,940,2844,332,648,136,12,88,376,295,562,14,11,0.228,0.3,0.377,0.677
T Holmes,RF,1320,4992,698,1507,292,47,88,581,480,122,40,0,0.302,0.366,0.432,0.798
D Miller,C,989,3182,361,834,205,4,87,406,303,772,5,5,0.262,0.329,0.411,0.74
G Myers,C,1108,3042,333,776,150,7,87,396,268,539,3,12,0.255,0.313,0.395,0.708
B Broussard,1B,705,2136,275,561,114,13,87,314,171,466,15,7,0.263,0.324,0.45,0.774
K Kouzmanoff,3B,685,2525,273,650,143,8,87,371,125,500,6,1,0.257,0.302,0.424,0.726
M Duncan,2B,1279,4677,619,1247,233,37,87,491,201,913,174,57,0.267,0.3,0.388,0.688
D DiMaggio,CF,1399,5640,1046,1680,308,57,87,618,750,571,100,62,0.298,0.383,0.419,0.802
B Diaz,C,993,3274,327,834,162,5,87,452,198,429,9,17,0.255,0.297,0.387,0.684
J Beckley,1B,784,9526,1600,2930,473,243,87,1575,616,270,315,--,0.308,0.361,0.436,0.797
Z Cozart,SS,839,3088,408,764,158,24,87,305,219,549,21,4,0.247,0.3,0.399,0.699
L Cain,CF,1171,4314,626,1220,225,24,87,454,362,854,190,44,0.283,0.343,0.407,0.75
C Neal,2B,970,3316,461,858,113,38,87,391,337,557,48,36,0.259,0.329,0.394,0.723
D Unser,CF,1799,5215,617,1344,179,42,87,481,481,675,64,60,0.258,0.319,0.358,0.677
S Gennett,2B,793,2704,365,773,149,16,87,360,156,571,24,12,0.286,0.327,0.449,0.776
P Mullin,RF,864,2493,381,676,106,43,87,385,330,312,20,27,0.271,0.358,0.453,0.811
H Kuenn,SS,1833,6913,951,2092,356,56,87,671,594,404,68,56,0.303,0.357,0.408,0.765
J Wockenfuss,C,795,2072,267,543,73,11,86,310,277,278,5,11,0.262,0.349,0.432,0.781
S Andrews,3B,569,1704,196,375,76,4,86,263,191,515,7,10,0.22,0.298,0.421,0.719
T Flowers,C,802,2456,267,582,111,5,86,301,227,852,2,6,0.237,0.319,0.391,0.71
P Seerey,LF,561,1815,236,406,73,5,86,261,259,485,3,8,0.224,0.321,0.412,0.733
M Heath,C,1325,4212,462,1061,173,27,86,469,278,616,54,40,0.252,0.3,0.367,0.667
T Teufel,2B,1073,3112,415,789,185,12,86,379,387,531,23,19,0.254,0.336,0.404,0.74
D Meyer,1B,1118,3734,411,944,153,31,86,459,219,277,61,29,0.253,0.293,0.379,0.672
B Huskey,RF,642,2078,259,555,98,4,86,336,164,384,21,17,0.267,0.318,0.442,0.76
C Tracy,3B,938,2706,317,741,172,9,86,358,233,473,11,7,0.274,0.333,0.439,0.772
B Tolan,OF,1282,4238,572,1121,173,34,86,497,258,587,193,100,0.265,0.314,0.382,0.696
W Crawford,RF,1210,3435,507,921,152,35,86,419,431,664,47,36,0.268,0.349,0.408,0.757
T Paciorek,LF,1391,4121,494,1162,232,30,86,503,245,704,55,38,0.282,0.325,0.415,0.74
W Greene,3B,655,1902,254,446,76,12,86,307,260,477,17,6,0.234,0.326,0.423,0.749
J Collins,1B,908,2329,404,596,79,24,86,329,338,263,27,21,0.256,0.35,0.421,0.771
E Charles,3B,1005,3482,438,917,147,30,86,421,332,525,86,35,0.263,0.33,0.397,0.727
J Frederick,CF,805,3102,498,954,200,35,85,377,210,176,23,--,0.308,0.357,0.477,0.834
C Flood,CF,1759,6357,851,1861,271,44,85,636,444,609,88,73,0.293,0.342,0.389,0.731
E Kirkpatrick,C,1311,3467,411,824,143,18,85,424,456,518,34,39,0.238,0.327,0.363,0.69
J Martin,CF,1018,2652,337,666,130,17,85,345,207,574,38,23,0.251,0.307,0.409,0.716
B Mueller,3B,1216,4223,663,1229,265,22,85,493,543,571,20,18,0.291,0.373,0.425,0.798
G Williams,LF,1168,3059,474,780,183,18,85,365,180,530,106,57,0.255,0.301,0.41,0.711
N Mazara,OF,684,2448,294,626,114,9,85,360,197,592,7,6,0.256,0.315,0.414,0.729
F Luderus,1B,1346,4851,570,1344,251,54,84,642,414,421,55,8,0.277,0.34,0.403,0.743
R Knight,3B,1495,4829,490,1311,266,27,84,595,343,579,14,25,0.271,0.321,0.39,0.711
D Dietrich,2B,746,2191,318,536,107,21,84,255,181,576,7,5,0.245,0.335,0.428,0.763
B Doran,2B,1453,5131,727,1366,220,39,84,497,709,600,209,93,0.266,0.354,0.373,0.727
G Brown,LF,1051,2262,330,582,78,19,84,322,242,275,30,8,0.257,0.33,0.42,0.75
W Pe?a,RF,599,1703,211,425,70,5,84,240,111,559,12,8,0.25,0.303,0.445,0.748
R Davis,3B,612,1980,261,508,108,6,84,276,146,503,16,11,0.257,0.31,0.444,0.754
B Dahlen,SS,1205,9031,1589,2458,413,163,84,1233,1064,269,547,--,0.272,0.358,0.382,0.74
M Lansing,2B,1110,4150,554,1124,254,17,84,440,299,570,119,38,0.271,0.324,0.401,0.725
B Lowe,2B,398,1393,223,348,73,8,84,237,164,439,18,2,0.25,0.337,0.495,0.832
G Suhr,1B,1435,5176,714,1446,288,114,84,818,718,433,53,--,0.279,0.368,0.428,0.796
R Schoendienst,2B,2216,8479,1223,2449,427,78,84,773,606,346,89,27,0.289,0.337,0.387,0.724
D Philley,RF,1904,6296,790,1700,276,72,84,729,594,551,101,63,0.27,0.334,0.377,0.711
F Catalanotto,LF,1265,3824,562,1113,262,37,84,457,331,492,45,27,0.291,0.357,0.445,0.802
Y Moncada,3B,648,2445,336,622,138,18,84,303,282,807,30,13,0.254,0.335,0.429,0.764
J Rivera,RF,1171,3552,503,911,155,56,83,422,365,523,160,70,0.256,0.328,0.402,0.73
A Santander,RF,441,1659,212,408,91,3,83,239,113,367,3,6,0.246,0.3,0.454,0.754
R Jablonski,3B,812,2562,297,687,126,11,83,438,196,330,16,13,0.268,0.32,0.423,0.743
B Darwin,RF,646,2224,250,559,76,16,83,328,160,577,15,9,0.251,0.311,0.412,0.723
B Jacobson,OF,1471,5507,788,1714,328,94,83,819,355,410,86,54,0.311,0.357,0.45,0.807
S Magee,LF,2087,7441,1112,2169,425,166,83,1176,736,359,441,12,0.291,0.364,0.427,0.791
D Boston,CF,1058,2629,378,655,131,22,83,278,237,469,98,50,0.249,0.312,0.41,0.722
L Aparicio,SS,2601,10230,1335,2677,394,92,83,791,736,742,506,136,0.262,0.311,0.343,0.654
M Solters,OF,938,3421,503,990,213,42,83,599,221,377,42,23,0.289,0.334,0.449,0.783
K Kiermaier,CF,916,3062,411,760,140,51,82,316,236,737,112,36,0.248,0.308,0.408,0.716
G Kapler,CF,1104,2983,443,799,176,16,82,386,269,480,77,30,0.268,0.329,0.42,0.749
K Marte,2B,822,2996,415,835,194,32,82,338,271,513,46,14,0.279,0.341,0.447,0.788
B Freeman,RF,820,4208,588,1235,199,131,82,713,272,2,92,--,0.293,0.346,0.462,0.808
B Trammell,RF,584,1798,243,469,96,7,82,285,210,325,10,10,0.261,0.339,0.459,0.798
R Hundley,C,1061,3442,311,813,118,13,82,381,271,565,12,17,0.236,0.292,0.35,0.642
R Repoz,CF,831,2145,257,480,73,19,82,260,280,499,26,25,0.224,0.314,0.39,0.704
E McNair,SS,1251,4519,592,1240,229,29,82,633,261,328,59,54,0.274,0.318,0.392,0.71
B Dahlgren,1B,1137,4045,471,1056,174,37,82,569,390,401,18,11,0.261,0.329,0.383,0.712
O Infante,2B,1507,5271,609,1427,260,53,82,542,296,776,80,33,0.271,0.308,0.387,0.695
S Vogt,C,794,2348,259,560,121,13,82,313,210,491,5,5,0.239,0.301,0.406,0.707
K Wong,2B,1106,3585,489,933,180,31,82,379,312,636,117,36,0.26,0.334,0.396,0.73
N Lajoie,2B,1988,9589,1504,3252,657,163,82,1599,516,85,380,21,0.339,0.381,0.466,0.847
R McMahon,2B,609,1926,260,469,95,7,82,284,216,604,20,7,0.244,0.323,0.428,0.751
I Davis,1B,667,2076,260,496,117,2,81,291,294,538,7,8,0.239,0.332,0.414,0.746
S Berry,3B,860,2413,310,657,153,10,81,369,206,438,47,24,0.272,0.334,0.445,0.779
M Ivie,1B,857,2694,309,724,133,17,81,411,214,402,22,16,0.269,0.324,0.421,0.745
J Edwards,C,1470,4577,430,1106,202,32,81,524,465,635,15,23,0.242,0.311,0.353,0.664
S Rodr?guez,2B,1103,2572,344,580,124,14,81,298,225,775,42,19,0.226,0.301,0.379,0.68
W Venable,RF,967,2836,378,707,118,39,81,307,254,748,135,31,0.249,0.315,0.404,0.719
L Dykstra,CF,1278,4559,802,1298,281,43,81,404,640,503,285,72,0.285,0.375,0.419,0.794
G Crowe,1B,702,1727,215,467,70,12,81,299,159,246,3,2,0.27,0.333,0.466,0.799
J Bateman,C,1017,3330,250,765,123,18,81,375,172,610,10,10,0.23,0.271,0.35,0.621
R Wilkins,C,720,2114,280,515,95,7,81,275,278,571,9,12,0.244,0.332,0.41,0.742
M Saunders,LF,775,2455,324,570,123,19,81,263,255,711,55,23,0.232,0.305,0.397,0.702
F Tatis Jr.,RF,273,1036,210,303,55,8,81,195,119,324,52,13,0.292,0.369,0.596,0.965
R Grossman,LF,1014,3339,449,819,174,14,81,371,500,860,63,27,0.245,0.347,0.379,0.726
Y Betancourt,SS,1156,4052,437,1057,218,29,80,457,143,435,30,30,0.261,0.285,0.388,0.673
E Herrmann,C,922,2729,247,654,92,4,80,320,260,361,6,8,0.24,0.31,0.364,0.674
J Hauser,1B,629,2044,350,580,103,28,80,356,250,229,19,19,0.284,0.368,0.479,0.847
J Lugo,SS,1352,4758,688,1279,238,34,80,475,439,876,198,69,0.269,0.333,0.384,0.717
J Youngblood,RF,1408,3659,453,969,180,23,80,422,332,589,60,55,0.265,0.329,0.392,0.721
D Jackson,CF,960,2629,311,676,114,15,80,317,131,480,43,17,0.257,0.293,0.403,0.696
J Flaherty,C,1047,3372,319,849,176,3,80,395,175,514,10,19,0.252,0.29,0.377,0.667
M Hargrove,1B,1666,5564,783,1614,266,28,80,686,965,550,24,37,0.29,0.396,0.391,0.787
O Vizquel,SS,2968,10586,1445,2877,456,77,80,951,1028,1087,404,167,0.272,0.336,0.352,0.688
J Arencibia,C,467,1573,169,333,67,4,80,245,85,484,2,3,0.212,0.258,0.412,0.67
S Mele,RF,1046,3437,406,916,168,39,80,544,311,342,15,14,0.267,0.328,0.408,0.736
B Avila,2B,1300,4620,725,1296,185,35,80,467,561,399,78,52,0.281,0.359,0.388,0.747
R Howell,3B,1112,3791,422,991,183,31,80,454,318,675,9,14,0.261,0.321,0.389,0.71
P Lo Duca,C,1082,3892,483,1112,222,8,80,481,266,295,20,19,0.286,0.337,0.409,0.746
D DeShields,2B,1615,5779,872,1548,244,74,80,561,754,1061,463,147,0.268,0.352,0.377,0.729
B Ausmus,C,1971,6279,718,1579,270,34,80,607,634,1034,102,53,0.251,0.325,0.344,0.669
J Winker,LF,553,1779,267,482,94,3,80,248,270,357,3,3,0.271,0.374,0.462,0.836
C Reynolds,RF,1222,4495,672,1357,247,107,80,699,260,308,112,40,0.302,0.346,0.458,0.804
G Beckham,2B,1069,3403,420,807,187,7,80,351,266,670,35,20,0.237,0.3,0.367,0.667
D Green,2B,1288,4007,427,960,145,23,80,422,345,785,26,20,0.24,0.303,0.347,0.65
T Moore,CF,1298,4700,719,1318,263,28,80,513,406,368,82,--,0.28,0.34,0.399,0.739
S Mack,LF,923,2857,436,853,155,28,80,398,256,509,90,43,0.299,0.364,0.456,0.82
A Kennedy,2B,1691,5473,682,1488,288,42,80,571,401,839,179,62,0.272,0.327,0.384,0.711
B Campaneris,SS,2328,8684,1181,2249,313,86,79,646,618,1142,649,199,0.259,0.311,0.342,0.653
E Fletcher,1B,1415,4879,723,1323,228,58,79,616,851,495,32,--,0.271,0.384,0.39,0.774
W Merrifield,2B,909,3633,523,1036,220,26,79,405,246,624,175,43,0.285,0.331,0.425,0.756
B Young,1B,728,2403,320,656,121,17,79,415,274,161,9,--,0.273,0.352,0.436,0.788
D Rice,C,1309,3826,342,908,177,20,79,441,382,522,2,3,0.237,0.312,0.356,0.668
J Beniquez,CF,1500,4651,610,1274,190,30,79,476,349,551,104,76,0.274,0.327,0.379,0.706
E Young Sr.,2B,1730,6119,996,1731,327,46,79,543,660,462,465,168,0.283,0.359,0.39,0.749
E Perez,1B,754,1800,238,445,88,3,79,294,194,393,19,13,0.247,0.326,0.431,0.757
B Tillman,C,775,2329,189,540,68,10,79,282,228,510,1,0,0.232,0.3,0.371,0.671
C Grimm,1B,2166,7917,908,2299,394,108,79,1077,578,410,57,44,0.29,0.341,0.397,0.738
R Tellez,1B,432,1394,182,328,70,2,79,216,130,349,3,3,0.235,0.306,0.458,0.764
D Bartell,SS,2016,7629,1131,2165,442,71,79,710,748,627,109,3,0.284,0.355,0.391,0.746
W McGee,CF,2201,7649,1010,2254,350,94,79,856,448,1238,352,121,0.295,0.333,0.396,0.729
L Gomez,3B,611,1916,241,466,92,2,79,259,255,399,4,10,0.243,0.336,0.417,0.753
J Moore,LF,1335,5427,809,1615,258,53,79,513,348,247,46,--,0.298,0.344,0.408,0.752
B Drury,2B,647,2113,248,531,133,6,79,277,136,503,4,6,0.251,0.301,0.432,0.733
J Profar,LF,837,2727,379,648,139,15,78,313,305,502,46,14,0.238,0.322,0.385,0.707
J McCann,C,783,2621,265,637,105,10,78,316,172,734,11,9,0.243,0.296,0.38,0.676
B Werber,3B,1296,5024,875,1363,271,50,78,539,701,363,215,68,0.271,0.364,0.392,0.756
J Javier,2B,1622,5722,722,1469,216,55,78,506,314,812,135,63,0.257,0.296,0.355,0.651
O Velez,OF,637,1802,244,452,87,11,78,271,336,413,6,10,0.251,0.369,0.441,0.81
G Kell,3B,1795,6702,881,2054,385,50,78,870,621,287,51,36,0.306,0.367,0.414,0.781
O Herrera,CF,817,2915,376,791,158,19,78,305,211,663,68,25,0.271,0.326,0.419,0.745
P Bradley,LF,1022,3695,565,1058,179,43,78,376,432,718,155,62,0.286,0.369,0.421,0.79
A Johnson,LF,1322,4623,550,1331,180,33,78,525,244,626,113,63,0.288,0.326,0.392,0.718
E Anthony,RF,682,1999,249,462,81,8,78,269,217,491,24,14,0.231,0.305,0.397,0.702
M Blowers,3B,761,2300,290,591,116,8,78,365,248,610,7,8,0.257,0.329,0.416,0.745
L Roberts,RF,901,2737,342,731,126,28,78,328,256,428,26,25,0.267,0.332,0.419,0.751
G Geiger,CF,954,2569,388,633,91,29,77,283,341,466,62,29,0.246,0.337,0.394,0.731
M May,C,1192,3693,313,971,147,11,77,443,305,361,4,13,0.263,0.318,0.371,0.689
M West,LF,824,2676,338,681,136,20,77,380,353,340,19,--,0.254,0.344,0.407,0.751
M Scutaro,SS,1391,4887,683,1355,269,21,77,509,474,570,55,22,0.277,0.341,0.388,0.729
L Stanton,OF,829,2575,294,628,114,13,77,358,236,636,36,27,0.244,0.311,0.388,0.699
R Rollins,3B,1002,3303,419,887,125,20,77,399,266,410,17,10,0.269,0.328,0.388,0.716
D Slaught,C,1327,4063,415,1151,235,28,77,476,311,559,18,15,0.283,0.338,0.412,0.75
D Santana,RF,516,1680,233,428,87,2,77,244,209,612,30,12,0.255,0.341,0.446,0.787
J Dwyer,RF,1328,2761,409,719,115,17,77,349,402,402,26,15,0.26,0.353,0.398,0.751
V Davis,C,1458,4255,388,1312,244,22,77,647,386,326,6,--,0.308,0.369,0.43,0.799
J Davenport,3B,1502,4427,552,1142,177,37,77,456,382,673,16,25,0.258,0.318,0.367,0.685
D Navarro,C,1009,3207,322,802,142,6,77,367,265,518,14,12,0.25,0.309,0.37,0.679
D Valle,C,970,2775,314,658,121,12,77,350,258,413,5,7,0.237,0.314,0.373,0.687
C Snyder,C,715,2087,227,467,98,1,77,298,309,560,0,3,0.224,0.328,0.382,0.71
D Wert,3B,1110,3840,417,929,129,15,77,366,389,529,22,24,0.242,0.314,0.343,0.657
J Clements,C,1157,4283,619,1226,226,60,77,687,339,299,55,--,0.286,0.347,0.421,0.768
J Stone,OF,1200,4494,739,1391,268,105,77,707,463,352,45,40,0.31,0.376,0.467,0.843
T Laudner,C,734,2038,221,458,97,5,77,263,190,553,3,3,0.225,0.292,0.391,0.683
G Mitterwald,C,887,2645,251,623,93,7,76,301,222,607,14,17,0.236,0.296,0.362,0.658
R Ankiel,CF,653,1921,260,462,101,10,76,251,162,555,21,12,0.24,0.302,0.422,0.724
S Bilko,1B,600,1738,220,432,85,13,76,276,234,395,2,4,0.249,0.336,0.444,0.78
M Loretta,2B,1726,5812,768,1713,309,22,76,629,555,605,47,35,0.295,0.36,0.395,0.755
M Giles,2B,792,2934,468,813,187,16,76,333,318,523,70,25,0.277,0.353,0.429,0.782
P Kelly,RF,1385,4338,620,1147,189,35,76,418,588,768,250,118,0.264,0.354,0.377,0.731
T Horton,1B,636,2228,251,597,102,15,76,297,140,319,12,8,0.268,0.313,0.43,0.743
H Morris,1B,1246,3998,535,1216,246,21,76,513,356,548,45,24,0.304,0.361,0.433,0.794
R Garr,LF,1317,5108,717,1562,212,64,75,408,246,445,172,83,0.306,0.339,0.416,0.755
S West,OF,1753,6148,934,1838,347,101,75,838,696,540,53,56,0.299,0.371,0.425,0.796
T Bernazard,2B,1071,3700,523,970,177,30,75,391,428,606,113,55,0.262,0.339,0.387,0.726
J Burkett,LF,707,8421,1720,2850,320,182,75,952,1029,230,389,--,0.338,0.415,0.446,0.861
T Taylor,2B,2195,7680,1005,2007,298,86,75,598,613,1083,234,111,0.261,0.321,0.352,0.673
J Kendall,C,2085,7627,1030,2195,394,35,75,744,721,686,189,89,0.288,0.366,0.378,0.744
Y Solarte,3B,670,2407,282,620,124,6,75,307,189,326,6,5,0.258,0.315,0.408,0.723
W Helms,1B,1212,2711,280,694,151,14,75,374,220,687,3,12,0.256,0.318,0.405,0.723
H Davis,1B,1417,6653,1001,1841,361,145,75,951,525,45,285,2,0.277,0.335,0.408,0.743
W Betemit,3B,805,2093,264,558,126,8,75,283,211,612,9,8,0.267,0.332,0.442,0.774
